【加纳】-DM
TVB明珠臺,vjms://23.237.32.182:8500:5021/live/cid=367
TVB翡翠臺,vjms://23.237.32.182:8500:5021/live/cid=362
TVB无线新闻臺,vjms://23.237.32.182:8500:5021/live/cid=366
TVB有线新闻臺,vjms://:23.237.32.1828500:5021/live/cid=364
澳亞衛視,vjms://23.237.32.182:8500:5021/live/cid=337
民視HD,vjms://23.237.32.182:8500:5021/live/cid=450
華視HD,vjms://23.237.32.182:8500:5021/live/cid=451
中視HD,vjms://23.237.32.182:8500:5021/live/cid=452
臺視HD,vjms://23.237.32.182:8500:5021/live/cid=453
公視3HD,vjms://23.237.32.182:8500:5021/live/cid=436
大愛,vjms://23.237.32.182:8500:5021/live/cid=442
壹新闻,vjms://23.237.32.182:8500:5021/live/cid=445
民視新聞,vjms://23.237.32.182:8500:5021/live/cid=454
年代MUCH,vjms://23.237.32.182:8500:5021/live/cid=439
年代新聞,vjms://23.237.32.182:8500:5021/live/cid=455
东森新聞,vjms://23.237.32.182:8500:5021/live/cid=340
中天新聞,vjms://23.237.32.182:8500:5021/live/cid=407
非凡新聞,vjms://23.237.32.182:8500:5021/live/cid=443
华视新闻,vjms://23.237.32.182:8500:5021/live/cid=451
緯來日本,vjms://23.237.32.182:8500:5021/live/cid=102
緯來體育,vjms://23.237.32.182:8500:5021/live/cid=202
緯來戲劇,vjms://23.237.32.182:8500:5021/live/cid=137
東森綜合,vjms://23.237.32.182:8500:5021/live/cid=333
東森電影,vjms://23.237.32.182:8500:5021/live/cid=338
東森洋片,vjms://23.237.32.182:8500:5021/live/cid=343
東森幼幼,vjms://23.237.32.182:8500:5021/live/cid=344
東森戲劇,vjms://23.237.32.182:8500:5021/live/cid=425
東森超視,vjms://23.237.32.182:8500:5021/live/cid=426
中天綜合,vjms://23.237.32.182:8500:5021/live/cid=341
中天娛樂,vjms://23.237.32.182:8500:5021/live/cid=350
八大綜合,vjms://23.237.32.182:8500:5021/live/cid=354
八大第一,vjms://23.237.32.182:8500:5021/live/cid=441
八大戏剧,vjms://23.237.32.182:8500:5021/live/cid=110
三立新闻,vjms://23.237.32.182:8500:5021/live/cid=352
三立都會,vjms://23.237.32.182:8500:5021/live/cid=226
三立臺湾,vjms://23.237.32.182:8500:5021/live/cid=437
博斯高球,vjms://23.237.32.182:8500:5021/live/cid=265
國興衛視,vjms://23.237.32.182:8500:5021/live/cid=424
迪士尼卡通,vjms://23.237.32.182:8500:5021/live/cid=361
好消息2,vjms://23.237.32.182:8500:5021/live/cid=447
HBOHD,vjms://23.237.32.182:8500:5021/live/cid=261
HBO原创,vjms://23.237.32.182:8500:5021/live/cid=236
HBO強檔,vjms://23.237.32.182:8500:5021/live/cid=238
HBO溫馨,vjms://23.237.32.182:8500:5021/live/cid=181
TVBS HD,vjms://23.237.32.182:8500:5021/live/cid=349
TVBS新聞臺,vjms://23.237.32.182:8500:5021/live/cid=348
TVBS歡樂臺,vjms://23.237.32.182:8500:5021/live/cid=438
ELTA體育HD,vjms://23.237.32.182:8500:5021/live/cid=266
TLC旅游生活,vjms://23.237.32.182:8500:5021/live/cid=103
法國國際五臺,vjms://23.237.32.182:8500:5021/live/cid=396
東森財經新闻,vjms://23.237.32.182:8500:5021/live/cid=456
國家地理HD,vjms://23.237.32.182:8500:5021/live/cid=115
國家地理野生,vjms://23.237.32.182:8500:5021/live/cid=263
CCTV-1,vjms://23.237.32.182:8500:5021/live/cid=331
CCTV-2,vjms://23.237.32.182:8500:5021/live/cid=388
CCTV-3,vjms://23.237.32.182:8500:5021/live/cid=448
CCTV-4,vjms://23.237.32.182:8500:5021/live/cid=449
CCTV-5,vjms://23.237.32.182:8500:5021/live/cid=353
CCTV-5+,vjms://23.237.32.182:8500:5021/live/cid=334
CCTV-6,vjms://23.237.32.182:8500:5021/live/cid=357
CCTV-7,vjms://23.237.32.182:8500:5021/live/cid=459
CCTV-8,vjms://23.237.32.182:8500:5021/live/cid=460
CCTV-9,vjms://23.237.32.182:8500:5021/live/cid=461
CCTV-10,vjms://23.237.32.182:8500:5021/live/cid=462
CCTV-11,vjms://23.237.32.182:8500:5021/live/cid=463
CCTV-12,vjms://23.237.32.182:8500:5021/live/cid=464
CCTV-13,vjms://23.237.32.182:8500:5021/live/cid=466
CCTV-14,vjms://23.237.32.182:8500:5021/live/cid=467
CCTV-15,vjms://23.237.32.182:8500:5021/live/cid=465
CCTV風雲足球,vjms://23.237.32.182:8500:5021/live/cid=88
廣東衛視,vjms://23.237.32.182:8500:5021/live/cid=86
湖南衛視,vjms://23.237.32.182:8500:5021/live/cid=490
江蘇衛視,vjms://23.237.32.182:8500:5021/live/cid=485
東方衛視,vjms://23.237.32.182:8500:5021/live/cid=487
深圳衛視,vjms://23.237.32.182:8500:5021/live/cid=87
北京衛視,vjms://23.237.32.182:8500:5021/live/cid=472
浙江衛視,vjms://23.237.32.182:8500:5021/live/cid=488
安徽衛視,vjms://23.237.32.182:8500:5021/live/cid=471
廣東體育,vjms://23.237.32.182:8500:5021/live/cid=336
求索生活,vjms://23.237.32.182:8500:5021/live/cid=471
體育NBA,,vjms://23.237.32.182:8500:5021/live/cid=227
體育博斯高球,vjms://23.237.32.182:8500:5021/live/cid=265
